,decade,compound,GPE,Unnamed: 0,Artist,Song Name,release date,Line,Line Before,Line After,pos,neg,neu,year
1264,2000.0,0.0,NYC,1264,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Lane Craven & Sean ""Puffy"" Combs at The Hit Factory & Daddy\'s House Recording Studios, NYC","Recorded by Doug Wilson at Caribbean Sound Basin, Trinidad, WI & by Louis Alfred at Daddy\'s House Recording Studios, NYC",,0.0,0.0,1.0,2005.0
1237,2000.0,0.0,NYC,1237,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Joe Pererra at Daddy\'s House Recording Studios, NYC","Recorded by Steve Jones & John ""JM"" Meredith at Daddy\'s House Recording Studios, NYC","2nd Engineer: Lynn Montrose for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1235,2000.0,0.0,NYC,1235,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Rasheed Goodlowe & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","All instruments: Paragon & Carlos ""July Six"" Broady",0.0,0.0,1.0,2005.0
1234,2000.0,0.0,NYC,1234,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Doug Wilson & Al Machera at Daddy\'s House Recording Studios, NYC","2nd Engineers: Rasheed Goodlowe & Steve Jones for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1233,2000.0,0.0,NYC,1233,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Recorded by Doug Wilson & Al Machera at Daddy\'s House Recording Studios, NYC",Co-produced by Paragon,"Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1231,2000.0,0.0,NYC,1231,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Rasheed Goodlowe, Lynn Montrose, Steve Jones & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Contains samples of from ""I Love You More"" performed by Rene & Angela courtesy of EMI Record Group. Used by permission. All rights reserved",0.0,0.0,1.0,2005.0
1230,2000.0,0.0,NYC,1230,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Michael Patterson, Stephen Dent & Doug Wilson at Daddy\'s House Recording Studios, NYC","2nd Engineers: Rasheed Goodlowe, Lynn Montrose, Steve Jones & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1228,2000.0,0.0,NYC,1228,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Lynn Montrose, Steve Jones & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",,0.0,0.0,1.0,2005.0
1227,2000.0,0.0,NYC,1227,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Doug Wilson & Stephen Dent for Daddy\'s House Recording Studios, NYC","2nd Engineers: Lynn Montrose, Steve Jones & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1226,2000.0,0.0,NYC,1226,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Recorded by Doug Wilson & Stephen Dent for Daddy\'s House Recording Studios, NYC","Co-produced by Sean ""Puffy"" Combs & Stevie J","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1225,2000.0,0.0,NYC,1225,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Doug Wilson & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by Axel Niehaus & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",All instruments: Stevie J. & Daron Jones,0.0,0.0,1.0,2005.0
1224,2000.0,0.0,NYC,1224,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Axel Niehaus & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by ""Prince Charles"" Alexander, Lane Craven & Joe Pererra at Daddy\'s House Recording Studios, NYC","2nd Engineers: Doug Wilson & Steve Jones for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1221,2000.0,0.0,NYC,1221,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Recorded by Rich July & Diana Pedraza at Daddy\'s House Recording Studios, NYC","Produced by DJ Premier for Works of Mart Productions, Inc","Mixed by Eddie Sancho at D & D Recordings, NYC",0.0,0.0,1.0,2005.0
1220,2000.0,0.0,NYC,1220,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Lynn Montrose, Lorrenn Argumedes, Rasheed Goodlowe & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by Lane Craven & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC & The Hit Factory, NYC","Additional Post Production & Editing by Richard ""Younglord"" Frierson for Bad Boy Entertainment, Inc",0.0,0.0,1.0,2005.0
1238,2000.0,0.0,NYC,1238,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineer: Lynn Montrose for Daddy\'s House Recording Studios, NYC","Mixed by Joe Pererra at Daddy\'s House Recording Studios, NYC","Contains samples of ""PSK (What Does It Mean?)"" written by Weaver Jr., published by Zomba Enterprises, Inc. (ASCAP), performed by Skooly D, courtesy of Jive Records. Used by permission. All rights reserved",0.0,0.0,1.0,2005.0
1240,2000.0,0.0,NYC,1240,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Tony Maserati & Sean ""Puffy"" Combs at The Hit Factory, NYC","Recorded by Axel Niehaus at Caribbean Sound Basin, Trinidad, WI and by Doug Wilson & Lane Craven at Daddy\'s House Recording Studios, NYC","2nd Engineers: Lorrenn Argumedes, Steve Jones & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1241,2000.0,0.0,NYC,1241,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Lorrenn Argumedes, Steve Jones & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC","Mixed by Tony Maserati & Sean ""Puffy"" Combs at The Hit Factory, NYC",Background vocals: Kelly Price,0.0,0.0,1.0,2005.0
1260,2000.0,0.0,NYC,1260,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Recorded by Rich July, Diana Pedraza & Michael Patterson at Daddy\'s House Recording Studios, NYC","Produced by DJ Premier by Works of Mart, Inc","Mixed by Eddie Sancho at D & D Recordings, NYC",0.0,0.0,1.0,2005.0
1259,2000.0,0.0,NYC,1259,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Rasheed Goodlowe, Lynn Montrose, Steve Jones & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",,0.0,0.0,1.0,2005.0
1258,2000.0,0.0,NYC,1258,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Michael Patterson, Stephen Dent & Doug Wilson at Daddy\'s House Recording Studios, NYC","2nd Engineers: Rasheed Goodlowe, Lynn Montrose, Steve Jones & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1256,2000.0,0.0,NYC,1256,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Rich Travali, Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Lane Craven & Steve Jones at Daddy\'s House Recording Studios, NYC","Additional programming by Deric ""D-Dot"" Angelettie",0.0,0.0,1.0,2005.0
1254,2000.0,0.0,NYC,1254,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Lynn Montrose & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by Lane Craven & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Background vocals: Daron Jones, Quinnes Parker, Michael Keith & Marvin Scandrick",0.0,0.0,1.0,2005.0
1253,2000.0,0.0,NYC,1253,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Lane Craven & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Diana Pedraza & Michael Patterson at Daddy\'s House Recording Studios, NYC","2nd Engineers: Lynn Montrose & Steve Jones for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1252,2000.0,0.0,NYC,1252,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Recorded by Diana Pedraza & Michael Patterson at Daddy\'s House Recording Studios, NYC",Produced by Kay-Gee for Illtown Records Ltd,"Mixed by Lane Craven & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1251,2000.0,0.0,NYC,1251,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Rasheed Goodlowe, John ""JM"" Meredith & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Additional Vocals: Layzie Bone, Krayzie Bone & Bizzy Bone of Bone Thugs-N-Harmony",0.0,0.0,1.0,2005.0
1250,2000.0,0.0,NYC,1250,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Manny Marroquin & Stephen Dent at Daddy\'s House Recording Studios, NYC","2nd Engineers: Rasheed Goodlowe, John ""JM"" Meredith & Steve Jones for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1248,2000.0,0.0,NYC,1248,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Rasheed Goodlowe, Lynn Montrose, John ""JM"" Meredith & Lorrenn Argumedes for Daddy\'s House Recording Studios, NYC","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",,0.0,0.0,1.0,2005.0
1247,2000.0,0.0,NYC,1247,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Al Machete, Stephen Dent & Steve Jones at Daddy\'s House Recording Studios, NYC","2nd Engineers: Rasheed Goodlowe, Lynn Montrose, John ""JM"" Meredith & Lorrenn Argumedes for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1245,2000.0,0.0,NYC,1245,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineer: Rasheed Goodlowe, Lynn Montrose & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Harpsichord: Carlos ""July Six"" Broady",0.0,0.0,1.0,2005.0
1393,2000.0,0.0,NYC,1393,Chino XL,Heavenly Father,2001-08-21,Memories of us rollin pennies just to get to NYC on a train to get a deal for me,Police lights flashing behind you as you speed,See,0.0,0.0,1.0,2001.0
4038,2000.0,0.0,NYC,4038,Immortal Technique,Harlem Renaissance,2008-06-24,They wanna move us all out the NYC,Immobile army,Like they did to the Jews,0.0,0.0,1.0,2008.0
3829,2000.0,0.0,Manhattan,3829,Fabolous,Diced Pineapples,2001-09-11,Wet as Hurricane Sandy on the Manhattan streets,Sex in the city on my black satin sheets,Lit a few candles like my power hadn’t reached,0.0,0.0,1.0,2001.0
3401,2000.0,0.0,Manhattan,3401,Nas,A Queens Story,2008-07-15,"Brooklyn keep on taking it, Manhattan keep on making it","Back in the days, they was sleeping on us",Trying to leave Queens out,0.0,0.0,1.0,2008.0
3747,2000.0,0.0,Manhattan,3747,Masta Killa,Nehanda and Cream,2006-08-08,"They be like send us out to Brooklyn, Queens, Manhattan",[Verse 1],"The Bronx, Harlem and Island of Staten",0.0,0.0,1.0,2006.0
2653,2000.0,0.0,Manhattan,2653,Raekwon,Black Harrison,2009-01-01,"I need to movin around in the air, circle Manhattan",I really don't need to be fuckin wit ya right now,Real smooth,0.0,0.0,1.0,2009.0
2671,2000.0,0.0,Manhattan,2671,Raekwon,Determination,2009-01-01,"I need to movin' around in the air, circlin' Manhattan",I really don't need to be *fuckin* wit ya right now,Real smooth,0.0,0.0,1.0,2009.0
4078,2000.0,0.0,Manhattan,4078,Immortal Technique,Mistakes,2006-01-01,"Cause I'm from Harlem, the north of Manhattan",America never taught me to turn the other cheek,We knock niggas out and make em bounce like Ricky Hatton,0.0,0.0,1.0,2006.0
769,2000.0,0.0,Manhattan,769,Mobb Deep,Crime Connection,2003-02-25,Me and Hav' took the train from Manhattan to Coney,Cause waiting for the bus in the snow wasn't us,"Every day and night, just so we can get our songs done",0.0,0.0,1.0,2003.0
1442,2000.0,0.0,Manhattan,1442,U-God,Elegance,2009-06-23,Manhattan to Shaolin,I said girl you know it,Draped down in diamonds,0.0,0.0,1.0,2009.0
1445,2000.0,0.0,Manhattan,1445,U-God,Elegance,2009-06-23,Manhattan to Shaolin,I said girl you know it,Draped down in diamonds,0.0,0.0,1.0,2009.0
1449,2000.0,0.0,Manhattan,1449,U-God,Elegance,2009-06-23,Manhattan to Shaolin,I said girl you know it,Draped down in diamonds,0.0,0.0,1.0,2009.0
3173,2000.0,0.0,Long Island,3173,Flavor Flav,Bridge of Pain,2006-01-01,"Born and raised in Freeport, Long Island",We get up over beats and then we beat the drum,(What) We keep 'em smilin,0.0,0.0,1.0,2006.0
3227,2000.0,0.0,Long Island,3227,Busta Rhymes,Baggage Handlers,2001-11-27,"Four hundred nineteen ounces, out in Long Island","Take your sweatpants off, fix your mascara","Twelve strong bitches that's real, who not scared of housing",0.0,0.0,1.0,2001.0
3260,2000.0,0.0,Long Island,3260,MF Doom,Hoe Cakes,2003-01-01,(Voice 3): Warm enough out there on Long Island with DOOM,(Voice 2): The heat went out in the whole building,(Peter Parker): DOOM? Here in New York?,0.0,0.0,1.0,2003.0
3259,2000.0,0.0,Long Island,3259,MF Doom,Hoe Cakes,2003-01-01,(J. Jonah Jameson): Will be my guest on my private estate on Long Island! There\'s nothing you can do about it,(Jameson Employee): But DOOM—,"(Jameson Employee): He\'s dangerous, I just hope you know what you\'re doing",0.0,0.0,1.0,2003.0
3205,2000.0,0.0,Long Island,3205,Keith Murray,Some Shit,2003-07-15,"I\'m wildin for Long Island, I turned and took Charles Ferguson",And feed it to the jigga-boos wit fried chicken wings,And open fire on any trains now,0.0,0.0,1.0,2003.0
1960,2000.0,0.0,Jersey,1960,Cam'ron,Calm Down,2004-12-07,Or Vegas or Jersey or my timeshare in Bali,But he ain\'t mention Cali or my villa out in Maui,"Or my ranch out in Idaho, I tell my neighbor, ""Howdy,""",0.0,0.0,1.0,2004.0
2490,2000.0,0.0,Jersey,2490,Inspectah Deck,Make a Move,2006-07-25,"From the Bricks out in Jersey, through the Mid-West",My CD flying off the rack,"To Dirty Dirty, the kid's definetly thirsty",0.0,0.0,1.0,2006.0
2483,2000.0,0.0,Jersey,2483,Inspectah Deck,House Nigga (Joe Budden Diss),2006-07-25,They don\'t respect you outside of Jersey,Who\'s you? Who\'s you?,"Bow down to the face of greatness, mothafucka",0.0,0.0,1.0,2006.0
2482,2000.0,0.0,Jersey,2482,Inspectah Deck,House Nigga (Joe Budden Diss),2006-07-25,"They don\'t respect you outside of Jersey, man",[Outro],Nobody fucking knows you,0.0,0.0,1.0,2006.0
4087,2000.0,0.0,Jersey,4087,Immortal Technique,Reverse Pimpology,2003-01-01,"Jersey, Detroit, Denver, Phoenix, Atlanta",And gangsters strayed,"Texas, Vegas, Seattle and fuckin Louisiana",0.0,0.0,1.0,2003.0
230,2000.0,0.0,Jersey,230,Redman,Basically,2007-03-27,"Jersey got bank, I\'ma double \'em",Give him another one then another one,This kind of rhyme you won\'t find in a Target or Walmart in aisle nine,0.0,0.0,1.0,2007.0
263,2000.0,0.0,Jersey,263,Redman,Cheerz,2004-03-13,"WHATTUP JERSEY? {Jersey, Jersey-ayyyyy}",Whattup Big Unc? (Whattup nephew?),(Check mic one) Check mic two,0.0,0.0,1.0,2004.0
311,2000.0,0.0,Jersey,311,Redman,I Get Down Like That,2007-03-27,Peace to 07103 back to New Jersey back to Brooklyn (Brooklyn) All the niggas that be shooked in,While I\'m on the mic busting my rhymes,"Suck my dick one time, Suck my dick one time",0.0,0.0,1.0,2007.0
308,2000.0,0.0,Jersey,308,Redman,I Get Down Like That,2007-03-27,Buy a new car and watch the Jersey nigga\'s take \'em,Funk Doctor spock and I\'m breaking,[Hook: Redman],0.0,0.0,1.0,2007.0
67,2000.0,0.0,Jersey,67,Nicki Minaj,Beez In The Trap,2009-04-18,"It\'s Delaware, Connecticut, it\'s New Jersey got hella bricks","Ohio, Pittsburgh, got St. Louis on deck","It\'s Queens, Brooklyn, and yeah, they wildin\'",0.0,0.0,1.0,2009.0
60,2000.0,0.0,Jersey,60,Nicki Minaj,Beez In The Trap,2009-04-18,"It\'s Delaware, Connecticut, it\'s New Jersey got hella bricks","Ohio, Pittsburgh, got St. Louis on deck","It\'s Queens, Brooklyn, and yeah, they wildin\'",0.0,0.0,1.0,2009.0
490,2000.0,0.0,Jersey,490,Cormega,Every Hood,2009-01-01,"From the bridge back to Jersey, all the way to the crib","(Gun cocks, then fires)Embed"", ""Every Hood Lyrics[Fatal Hussein]","I wear a vest from the west, stressed from the shit I did",0.0,0.0,1.0,2009.0
1508,2000.0,0.0,Jersey,1508,Pacewon,Rap Music,2004-01-01,New Jersey stand up!,"[Hook]Embed', ""Rap Music Lyrics[Intro: Eminem scratches & Pacewon]",,0.0,0.0,1.0,2004.0
1576,2000.0,0.0,Jersey,1576,Queen Latifah,Jersey,2002-01-01,The Queen Latifah; no doubt; one of New Jersey\'s finest,I would become Her eminence and royal highness,"So, set if off",0.0,0.0,1.0,2002.0
1575,2000.0,0.0,Jersey,1575,Queen Latifah,Jersey,2002-01-01,I can\'t.. forget New Jersey,[Hook 4X],,0.0,0.0,1.0,2002.0
1574,2000.0,0.0,Jersey,1574,Queen Latifah,Jersey,2002-01-01,Definetely representin Jersey on the love love,Yo what\'s up this is Queen Latifah in the house,Coolin\' out in Cali; shootin\' Living Single,0.0,0.0,1.0,2002.0
1572,2000.0,0.0,Jersey,1572,Queen Latifah,Go Head,2007-01-01,LA's Jersey unit,Somethin' bumpin' who wit,Lot of cats included,0.0,0.0,1.0,2007.0
1571,2000.0,0.0,Jersey,1571,Queen Latifah,Go Head,2007-01-01,I'm New Jersey's finest,Address me as your highness,Back from Bahamas,0.0,0.0,1.0,2007.0
1577,2000.0,0.0,Jersey,1577,Queen Latifah,Jersey,2002-01-01,Cause Jersey\'s what I think about when I think of home,Get \'em up on my own,Don\'t let no one get close to you except the chosen few,0.0,0.0,1.0,2002.0
1578,2000.0,0.0,Jersey,1578,Queen Latifah,Jersey,2002-01-01,"R-E-P Flavor Unit, representin\' Jersey",Cause that\'s what life was all about to me,,0.0,0.0,1.0,2002.0
1744,2000.0,0.0,Jersey,1744,Masta Ace,Last Rights,2001-10-16,This time by a baller from New Jersey,His ex-girlfriend Lisa became pregnant for the third time,She still lives in the PJs with her three kids,0.0,0.0,1.0,2001.0
1727,2000.0,0.0,Jersey,1727,Masta Ace,Good Music,2001-10-16,"New York, New Jersey, Philly, D.C., Virginia",[Outro {*overlapping sample*}],"Chi-Town, St. Louis, Houston, Atlanta",0.0,0.0,1.0,2001.0
1614,2000.0,0.0,Jersey,1614,Max B,Bad Whiskey,2009-03-04,I seen this nigga in a club out in Jersey,I'm a fill this nigga with slugs,Seen his team looking like they want to hurt me,0.0,0.0,1.0,2009.0
1394,2000.0,0.0,Jersey,1394,Chino XL,How it Goes,2006-01-01,[In Jersey freaks touch concrete eight inches on cheese baby],[This game will never change],,0.0,0.0,1.0,2006.0
3920,2000.0,0.0,Jersey,3920,50 Cent,50 for President,2002-04-26,Shout out to all my niggas in Paris and New Jersey,"Clifton Powell, Treach, Gabriel Casseus, Sasha Delvalle, Elijah Williams, Carlos Franco, Gabriel Ellis","Aight, I gotta go work back on my album",0.0,0.0,1.0,2002.0
1802,2000.0,0.0,Jersey,1802,Talib Kweli,Down For The Count,2007-08-21,"(R.D) Jersey\'s finest in the house, punchlines and metaphors","(All) One, two, three, four","Make your foul ice grill, thug grimy on the real",0.0,0.0,1.0,2007.0
