,Title,Album,Artist,Release_Date,City,State,County,Country,Lyrics
3142,Freestyle (Live From C73 Rikers Island),Invasion Part II: Conspiracy Theory,Tony Yayo,2003-04-15,New York,*NO LYRICS YET,            ,          ,        ...
3143,Life Goes On,Decade 1994-2004,Kid Capri,2004-10-05,New York,(Rich Nice - talking),"Ladies and gentlemen, my name is Rich...",,
3144,The Heat Is On (Unreleased Version),Free Agents - The Murda Mixtape (Bonus Disc),Blaq Poet,2003-06-13,New York,[Verse 1: Poet],"Thats my word, I'm motherfucking stressed",I...,
3145,Shorty (Put It On The Floor),Love Don't Cost a Thing (Original Soundtrack),Busta Rhymes,2003-09-26,New York,New York,Nassau,USA,[Intro]
3146,Long Time Coming,Diplomats Volume 5,Cam'ron,2005-01-01,New York,New York,Manhattan,USA,[Hook: Sam Cooke]
3147,I Need Speed,Need For Speed: Underground 2 Soundtrack,Capone,2004-11-15,New York,"Yea, yea, yea, what' up yo, this is your boy Capone... know...",,,
3148,Back Like Cooked Crack Vol. 1 [Tracklist + Cover Art],Back Like Cooked Crack Vol. 1,Juelz Santana,2004-01-01,New York,Tracklist,01. Crack Intro,02. Daddy Is Home,03. Poppin' Shi...
3149,Roll Call,Back Like Cooked Crack Vol. 1,Juelz Santana,2004-01-01,New York,[Hook: Juelz Santana],Soldiers this is a roll call,Soldiers...,
3150,S.A.N.T.A.N.A,Diplomatic Immunity 2,Juelz Santana,2004-07-13,New York,{​*high pitched laugh*}​,[Juelz] I'm backkkkkkkkk,[Ja'quaye...,
3151,The Abbott & The Masta,MK Exclusives,Masta Killa,2004-01-30,New York,[Intro: RZA],"Yo, Allah Mathematics, tight mixtape shit",Ya'l...,
3152,The Day After,The Prof. in... Convexed,Masta Killa,2003-01-01,New York,[Masta Killa],{*humming the beat*},"I awoke from oppression,...",
3153,Victory 2004 (Album Version),Bad Boy's 10th Anniversary: The Hits,Puff Daddy,2004-01-01,New York,[Intro: P.Diddy],Ten years,[Verse 1: P. Diddy],"Yo, the sun..."
3154,Show Me Your Soul,Bad Boys II - The Soundtrack,Puff Daddy,2003-01-18,New York,[Lenny Kravitz also accompanies with guitar],[Intro: Pharr...,,
3155,Book of Judges,Marc Ecko's Getting Up: Contents Under Pressure - Limited Edition Featuring The Official Soundtrack,Pharoahe Monch,2005-01-01,New York,[Verse 1],America the ugly raped my mother,Deceived my sist...,
3156,Diablos,Sin-A-Matic,Louis Logic,2003-07-08,New York,[Louis Logic],If this was a live show I'd probably get drag...,,
3157,Postal,Sin-A-Matic,Louis Logic,2003-07-08,New York,"I'm punchin' a clock, carryin' my lunch in a box",So don't e...,,
3158,Revenge!!!,Sin-A-Matic,Louis Logic,2003-07-08,New York,[Louis Logic],"First and foremost, I got to figure out what ...",,
3159,Dust to Dust,Sin-A-Matic,Louis Logic,2003-07-08,New York,A lonely shadow filled the frame of a 6th floor window,A te...,,
3160,The Rest,Sin-A-Matic,Louis Logic,2003-07-08,New York,[Verse One],"I thought I had romance, no chance till I met y...",,
3161,Best Friends,Sin-A-Matic,Louis Logic,2003-07-08,New York,[Louis Logic],Ap I'm glad I caught you,You know I'm 'bout t...,
3162,Freak Show,Sin-A-Matic,Louis Logic,2003-07-08,New York,[Intro],All aboard,Please keep your hands and feet in the c...,
3163,Fuck 'Em,Blame it on the Hooch,Louis Logic,2004-07-08,New York,[Intro],"I diznitavitches for these biznitavitches, you know...",,
3164,I-Jonez.com Exclusive,Blame it on the Hooch,Louis Logic,2004-07-08,New York,[Louis Logic],"Uh, yeah, yeah, come on, come on, yeah, yeah",...,
3165,Resume,Blame it on the Hooch,Louis Logic,2004-07-08,New York,[Intro],"Yeah, yeah. This is Louis fucking Logic",Coming thro...,
3166,Gentleman and a Scholar,Blame it on the Hooch,Louis Logic,2004-07-08,New York,"[Intro: Celph Titled, Louis Logic]",Uhh...what...yo..,My man...,
3167,Boywonder,G-Unit Radio Part 4 - No Peace Talks!,Lloyd Banks,2003-07-18,New Carrollton,[Intro: DJ Whoo Kid & Lloyd Banks],Whooo,G-Unit Radio,No Pe...
3168,Motherfuckin Star,G-Unit Radio Part 4 - No Peace Talks!,Lloyd Banks,2003-07-18,New Carrollton,[Intro: 50 Cent & DJ Whoo Kid],Broke ass mothafucker (laugh...,,
3169,2004 Warm Up,Countdown To Armageddon (Invasion Vol. 3),Lloyd Banks,2004-01-01,New Carrollton,[Intro],Ay yo what's up you know who the fuck this is!,It's...,
3170,Playa Shit,Mo' Money In The Bank,Lloyd Banks,2003-09-20,New Carrollton,[Intro: {DJ Whoo Kid}],{WHAT?},Don't love a ho...,Don't lov...
3171,Killa Theme,Mo' Money In The Bank,Lloyd Banks,2003-09-20,New Carrollton,[Verse-Lloyd Banks],Ay the game is survival,You wouldn't kn...,
3172,Problems,Mo' Money In The Bank Vol. 3: Cashing In,Lloyd Banks,2004-09-28,New Carrollton,Somebody call the ambulance that nigga chance got hit,Is th...,,
3173,Work Out Pt 4,Mo' Money In The Bank Vol. 3: Cashing In,Lloyd Banks,2004-09-28,New Carrollton,Uh! Circle the crib cause they follow ya',Jealousy's starti...,,
3174,South Side,Money In The Bank,Lloyd Banks,2004-09-28,New Carrollton,[Intro: Announcer talks],Mind stares of a million pairs of ...,,
3175,No Mercy,Money In The Bank,Lloyd Banks,2004-09-28,New Carrollton,"I know the one nigga' two nigga', three niggas think they c...",,,
3176,What Goes Around,Money In The Bank,Lloyd Banks,2004-09-28,New Carrollton,[50 Cent],G-Unit haha,[Lloyd Banks],I dont know where you ...
3177,Air Your Ass Out,Money In The Bank,Lloyd Banks,2004-09-28,New Carrollton,[Verse 1: Lloyd Banks],"We in the '64, air horn blowing at m...",,
3178,Blaze of Glory,The Neptunes Present... Clones,Kelis,2003-06-06,New York,[Intro: Pharrell],"Nigga, put down ya beer and snatch up ya ...",,
3179,Frontin',The Neptunes Present... Clones,Kelis,2003-06-06,New York,[Verse 1: Pharrell Williams],Don't wanna sound full of myse...,,
3180,Blows My Mind,The Neptunes Present... Clones,Kelis,2003-06-06,New York,[Intro],You should smokes with me,[Hook],The chronic's blo...
3181,Hot,The Neptunes Present... Clones,Kelis,2003-06-06,New York,[Produced by The Neptunes],[Intro: Rosco P. Coldchain],Hey...,
3182,Rock N' Roll,The Neptunes Present... Clones,Kelis,2003-06-06,New York,[Intro: Pharrell],Hmmm...yes sirrrrrr,[Verse 1: Fam-Lay],R...
3183,Light Your Ass on Fire,The Neptunes Present... Clones,Kelis,2003-06-06,New York,[Female Voice],Clones..,[Intro: Pharrell Williams],Whachu ...
3184,The Don of Dons (Put De Ding Pon Dem),The Neptunes Present... Clones,Kelis,2003-06-06,New York,[Intro: Super Cat],Well hear Dis!,Original Dan die hearted ...,
3185,Pop Shit,The Neptunes Present... Clones,Kelis,2003-06-06,New York,[Intro: ODB],"1-2, 1-2, 1-2 (guess who's home?)",Yeah mothafu...,
3186,Popular Thug (Clones Version),The Neptunes Present... Clones,Kelis,2003-06-06,New York,[Intro - Nas],"Yeah, yea, yea, yeah","Yeah, yeah, uh, yo",[Ver...
3187,If,Da Derrty Versions - The Reinvention,Kelis,2003-06-06,New York,[Intro - Nelly],Derrty ENT,We All We Got,StarTracks on the ...
3188,Spanish Harlem,The Rude Awakening,Tony Touch,2004-03-02,New York,Intro:,"Ahhh, ave María Purísima, coño",Los hermanos Chocolat...,
3189,Ay Ay Ay,The Piece Maker 2,Tony Touch,2004-03-02,New York,"Aiyyo, oonu get dat, aiyyo","Blaow blaow, oonu get this",Aiyyo...,
3190,Geisha With a Gun,The Love Potion Collection,Mac Lethal,2003-09-26,Kansas City,I need to keep my eyes open,Xenophobic woven into opposes,R...,
3191,Pass The Ammo,The Love Potion Collection,Mac Lethal,2003-09-26,Kansas City,[Verse 1],Live from the working class trash bin,Where I'm s...,
3192,H-Overkill,"New, Unreleased and B-Sides, Volume 2",Mac Lethal,2005-01-01,Kansas City,"Now its all spaceship wishes, starry-eyed dreams",Balancing ...,,
3193,Ghetto Model,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,[Theresa Esclovon]
3194,Why They Wanna Wish Death,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,(*talking*)
3195,Tell 'Em,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,Y'all done made me go back to the old me
3196,Ghetto Honey,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,[Hook: Theresa Esclovon]
3197,Ride 4 You,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,"Hail mary from the graves, the Lord is with thee"
3198,Com.3,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,[Master P *talking*]
3199,20 on Cars 26 on Trucks,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,Yeah..
3200,Let 'Em Go,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,[Master P]
3201,That Ain't Nothing,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,(Intro: Silkk + Master P)
3202,It's a Drought,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,[Hook - 2x]
3203,Act a Fool,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,All my dreams came true
3204,Represent,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,[Master P *talking*]
3205,If,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,[Master P] (Souya)
3206,We All We Got,"Good Side, Bad Side",Master P,2004-01-01,New Orleans,Louisiana,Plaquemines,USA,Chorus (2x):
3207,Somethin for the Street,The Ghettos Tryin' to Kill Me!,Master P,2004-12-11,New Orleans,Louisiana,Plaquemines,USA,Damn Silkk keep shaking that motherfucker its bubbling up n...
3208,Hands of a Dead Man,The Ghettos Tryin' to Kill Me!,Master P,2004-12-11,New Orleans,Louisiana,Plaquemines,USA,[Verse-1]
3209,211,The Ghettos Tryin' to Kill Me!,Master P,2004-12-11,New Orleans,Louisiana,Plaquemines,USA,Hey P man
3210,Anything Goes,The Ghettos Tryin' to Kill Me!,Master P,2004-12-11,New Orleans,Louisiana,Plaquemines,USA,[Intro: Master P]
3211,M.I.C.,Long Road Back,Mic Geronimo,2003-06-08,New York,[Sample],"La, la, la, la, la, la, la",M.I.C,G.E.R.O
3212,I'm Alive,Long Road Back,Mic Geronimo,2003-06-08,New York,[Intro: Tyrese] + (Mic G),Had a moment to myself (back y'al...,,
3213,Up Now,Long Road Back,Mic Geronimo,2003-06-08,New York,"Yeah, yeah, yeah","Yeah, M.G., Large Pro, yeah","C'mon, right, ...",
3214,Nas Freestyle,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,"(""Light Speed"" by Dr. Dre beat)","Gangster, gangster, gangst...",,
3215,Hydro,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,You know how me and Whookid roll,20 inches on a 600 2002 Be...,,
3216,Live & Die Freestyle,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,I can't smoke weed cause my PO make me piss in a cup,Nigga ...,,
3217,Keep Goin',Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,"{""Don't Stop"" by Tha Dogg Pound beat}",[Intro: Daz],"Yeah, t...",
3218,Tony Yayo (G-Unit) Freestyle,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,"(""Mind Playin Tricks On Me '94"" by Scarface beat)",It's a r...,,
3219,New York New York,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,"Brooklyn, New York","Queens, New York","The Bronx, New York",New...
3220,We Run These Streets,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,"(""G'd Up"" by Tha Eastsidaz beat)",[50 Cent],I stay gangsta'...,
3221,You Want Beef With Me?,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,"{""Whoa"" by Black Rob beat}",Whoa! 50 Cent...,G-Unit! Yeah!,...
3222,Burn Something,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,[Prodigy],It's always somethin' man,It's always somethin' I...,
3223,Death,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,[Styles],"Hail Mary and light candles, what the fuck",When I ...,
3224,N.O.R.E. Freestyle,Hood Radio V. 1,DJ Whoo Kid,2003-06-13,New York,N-O-R easy,My nigga DJ WhooKid (WhooooooKid),"Aiyyo N-O-R, ...",
3225,Protect Ya Neck Freestyle,Protect Ya Neck,DJ Kay Slay,2004-01-01,New York,[DJ Kay Slay:],Exclusive Freestyle!,"Jae Millz, Papoose, Can...",
3226,Man Up,Def Jam: Fight for NY,Sticky Fingaz,2004-01-01,New York,[Intro],The Foundation!,"C'mon, shit, Nigga what?",Blasting N...
3227,Dirty And Thirsty,Rapper's Delight,Ol' Dirty Bastard,2004-01-01,New York,New York,New York,USA,[Intro: Thirstin Howl III]
3228,Thirsty,Blade: Trinity O.S.T,Ol' Dirty Bastard,2004-01-01,New York,New York,New York,USA,[Black Keith]
3229,Welcome Home,Dirt McGirt (Bootleg),Ol' Dirty Bastard,2004-05-07,New York,New York,New York,USA,[Intro: Nicole Ray (Ol' Dirty Bastard)]
3230,Danger 2004,Dirt McGirt (Bootleg),Ol' Dirty Bastard,2004-05-07,New York,New York,New York,USA,[Intro: Ol Dirty Bastard]
3231,Movin' On,Take a Look Around,Masta Ace,2004-11-23,New York,Yo we gonna do it now?,"To get ahead, in life",I must avoid ...,
3232,Ace Iz Wild,Take a Look Around,Masta Ace,2004-11-23,New York,Let's get wild,"Yeah, Master Ace in the house",The whole Acti...,
3233,Brooklyn Battles,Take a Look Around,Masta Ace,2004-11-23,New York,Artist: Master Ace,Album: Take A Look Around,Song: Brooklyn...,
3234,Me & the Biz,Take a Look Around,Masta Ace,2004-11-23,New York,[Master Ace],On and on and on is how the beat goes,So sell ...,
3235,Music Man,Take a Look Around,Masta Ace,2004-11-23,New York,Muuuuuuuusic!,The music man (Repeat 4x),"I am the man, but...",
3236,Maybe Next Time,Take a Look Around,Masta Ace,2004-11-23,New York,Some rappers pick up the mic and like to dabble,But I'm gon...,,
3237,The Other Side of Town,Take a Look Around,Masta Ace,2004-11-23,New York,[Intro],"Excuse me, ladies and gentlemen. Sorry to bother yo...",,
3238,Take a Look Around,Take a Look Around,Masta Ace,2004-11-23,New York,I got something I want y'all to do,Take a look around,Take...,
3239,Can't Stop the Bumrush,Take a Look Around,Masta Ace,2004-11-23,New York,Here it comes,(Come on everybody) --] Run-DMC,"Yeah, here it...",
3240,As I Reminisce,Take a Look Around,Masta Ace,2004-11-23,New York,Yeah,"Just sittin' here in the studio, you know",Thinking abo...,
3241,I Got Ta,Take a Look Around,Masta Ace,2004-11-23,New York,(I got ta) Pick up the mic on the solo tip,(I got ta) Run y...,,
3242,Letter to the Better,Take a Look Around,Masta Ace,2004-11-23,New York,"""Is everybody ready? All right, here we go""",Allow me to be...,,
3243,Four Minus Three,Take a Look Around,Masta Ace,2004-11-23,New York,[Intro],"""Ready to rock this at the drop of a dime, baby""","""M...",
3244,Together,Take a Look Around,Masta Ace,2004-11-23,New York,Drop it,Ace in Action,Steady Pace by my side,The name of th...
3245,Postin' High,Take a Look Around,Masta Ace,2004-11-23,New York,[verse 1 ],"Here we go, we're on the late night tip",Master a...,
3246,We March as Millions,"One Million Strong, Vol. 2: Love Peace & War",Nas,2005-01-01,New York,New York,Queens,USA,"""It's much more than a march"
3247,You Fucked Up,Rewind: Deja Screw,Blaq Poet,2003-01-01,New York,[Man and Blaq Poet],Yo yo yo yo Poet man yo Poet. You hear ...,,
3248,Bang This,Rewind: Deja Screw,Blaq Poet,2003-01-01,New York,[Verse 1],"Oh no, here I go again, it's Blaq Po' again",Nigga...,
3249,Watch Your Back,Rewind: Deja Screw,Blaq Poet,2003-01-01,New York,(Verse One),"It goes late night pickin up, broke day, choppi...",,
3250,Am GOD,John Henry's Revenge,Breez Evahflowin',2004-12-02,New York,Breez Evahflowin' - “Am GOD”,[Emcee(s): Breez Evahflowin'],...,
3251,Fact Diction,John Henry's Revenge,Breez Evahflowin',2004-12-02,New York,[Verse 1: Breez Evahflowin’],To the rhyme I commit my mind ...,,
3252,Interlude 1 (John Henry's Revenge),John Henry's Revenge,Breez Evahflowin',2004-12-02,New York,[Sample from [?]],"John Henry, he could hammer",He could whis...,
3253,Interlude 2 (John Henry's Revenge),John Henry's Revenge,Breez Evahflowin',2004-12-02,New York,[Sample from 1947 Recording by Prisoners at Parchman Farm],...,,
3254,John Henry,John Henry's Revenge,Breez Evahflowin',2004-12-02,New York,[Intro (Overlapped with Hook): Breez Evahflowin’],Breez Eva...,,
3255,Why,Fly,Breez Evahflowin',2004-11-21,New York,[Intro: Breez Evahflowin’],I was building with my mental.  ...,,
3256,Billy Goats Gruff (Dirty),Fly,Breez Evahflowin',2004-11-21,New York,[Intro: Breez Evahflowin’],Yeah.  So they came to Breez.  B...,,
3257,Fly,Fly,Breez Evahflowin',2004-11-21,New York,[Intro (Overlapped with Hook): Breez Evahflowin’],"Fly, Bree...",,
3258,Loving Her,Fly,Breez Evahflowin',2004-11-21,New York,[Hook: Sample from Johnny Mathis’s “And I Think That’s What...,,,
3259,Give It Away (Dirty),Fly,Breez Evahflowin',2004-11-21,New York,[Intro: Sample from [?]] (x12),Classic,[Hook: Tonedeff],Ti...
3260,Pay 2 Live,As He Goes On... (CD Retail Version),Breez Evahflowin',2004-10-31,New York,Breez Evahflowin' ft. Shonuff - “Pay 2 Live”,[Emcee(s): Bre...,,
3261,Billy Goats Gruff (Clean),Give It Away - Billy Goats Gruff,Breez Evahflowin',2003-10-14,New York,[Intro: Breez Evahflowin’],Yeah.  So they came to Breez.  B...,,
3262,Billy Goats Gruff (Beat),Give It Away - Billy Goats Gruff,Breez Evahflowin',2003-10-14,New York,[Instrumental],            ,          ,        ...
3263,Give It Away (Clean),Give It Away - Billy Goats Gruff,Breez Evahflowin',2003-10-14,New York,[Intro: Sample from [?]] (x12),Classic,[Hook: Tonedeff],Ti...
3264,Billy Goats Gruff (Acapella),Give It Away - Billy Goats Gruff,Breez Evahflowin',2003-10-14,New York,[Intro: Breez Evahflowin’],Yeah.  So they came to Breez.  B...,,
3265,Give It Away (Beat),Give It Away - Billy Goats Gruff,Breez Evahflowin',2003-10-14,New York,[Instrumental],            ,          ,        ...
3266,Get By (remix),I'm Good,Talib Kweli,2003-01-01,New York,New York,Kings,USA,[Intro: Mos Def]
3267,7:30,The Beautiful Mix CD,Talib Kweli,2004-06-23,New York,New York,Kings,USA,[Intro: RES]
3268,Rick James Intro,The Beautiful Mix CD,Talib Kweli,2004-06-23,New York,New York,Kings,USA,[Intro: Dave Chappelle as Rick James]
3269,Intro (DJ Eleven),SpitKicker Presents The Best of Talib Kweli,Talib Kweli,2004-06-23,New York,New York,Kings,USA,[Intro]
3270,Buck 'Em Down,SpitKicker Presents The Best of Talib Kweli,Talib Kweli,2004-06-23,New York,New York,Kings,USA,[Verse One: Styles P]
3271,Peace of Mind,SpitKicker Presents The Best of Talib Kweli,Talib Kweli,2004-06-23,New York,New York,Kings,USA,Talib Kweli - “Peace of Mind”
3272,L.I.F.E,Stoned Raiders,Kokane,2003-06-01,New York,[Bobo],Once again,We're back,It's the big bad Cypress Hill
3273,G-Funk is Here to Stay,Return of the Regulator,Kokane,2003-06-01,New York,Definitely On The G Funk Vibe,This rap shit got my own cac...,,
3274,Bellin,Ghetto Heisman,Kokane,2003-06-01,New York,[Intro],Bellin,Strolling with a limp,Sagging hard
3275,So Ignorant,Thug Lord: The New Testament,Kokane,2003-06-01,New York,[Nate Dogg],Everytime I smoke,I smoke indo smoke,It happens...
3276,Pimp Shit,You Nasty,Kokane,2003-06-01,New York,Intro: Kokane (Too $hort),"Too Sheezy, (whats up main?)",Pla...,
3277,Ass On Your Shoulders,Genesis,Kokane,2003-06-01,New York,[* People talking *],[Hook: Kokane],"Likes to go, eventual",...
3278,Rush,Total Eclipse,Masta Ace,2003-02-11,New York,[Intro: Buckshot],"Rush, rush, rush, rush","Rush, rush, rush, ...",
3279,Tell E Mundo,Duck Down Records Presents: CollectDISEditon,Masta Ace,2003-02-11,New York,[Verse One],I ain't a player I just make a lot,Take a shot ...,
3280,The Game,Duck Down Records Presents: CollectDISEditon,Masta Ace,2003-02-11,New York,[Intro],*Just some regular talk*,[Verse 1],I'm with a shor...
3281,What's Poppin,Duck Down Records Presents: CollectDISEditon,Masta Ace,2003-02-11,New York,[Verse 1: Steele],What you don't know might kill you,If Tek...,
3282,Mastered the Style,Duck Down Records Presents: CollectDISEditon,Masta Ace,2003-02-11,New York,[Hook: Ruste Juxx],"Yo, I mastered the style of mastering st...",,
3283,That's What's Up,Duck Down Records Presents: CollectDISEditon,Masta Ace,2003-02-11,New York,Yo,Slide come on,Right uhuh,Slide come on
3284,D&D Soundclash,Body of the Life Force,Masta Ace,2003-02-11,New York,[ Steele ],"Feel this, feel this",Brooklyn's in the house,Bro...
